"product_id";"name";"categories";"main_categories";"sku";"upc";"location";"quantity";"model";"manufacturer";"image_name";"requires shipping";"price";"points";"date_added";"date_modified";"date_available";"weight";"unit";"length";"width";"height";"length unit";"status enabled";"tax_class_id";"viewed";"language_id";"seo_keyword";"description";"meta_description";"meta_keywords";"seo_title";"seo_h1";"stock_status_id";"store_ids";"layout";"related_ids";"tags";"sort_order";"subtract";"minimum"
"143";"Коктейльное платье Tulpan";"1015";;"79606859";;;"";;"";"data/143-260-thickbox.jpg";"yes";"120.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>97% полиэстер, 5% эластан</p>";;;"Коктейльное платье Tulpan";"Коктейльное платье Tulpan";7;0;;;;0;"true";1
"144";"Коктейльное платье Strass Buck";"1015";;"1486803820";;;"";;"";"data/144-264-thickbox.jpg";"yes";"105.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>95% полиэстер, 5% спандекс</p>";;;"Коктейльное платье Strass Buck";"Коктейльное платье Strass Buck";7;0;;;;0;"true";1
"145";"Платье Зебра с оригинальным ремнем";"1015";;"997196776";;;"";;"";"data/145-268-thickbox.jpg";"yes";"85.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Красивое платье для работы и отдыха из плотного стрейч-трикотажа.</p><p>Высококачественный плотный трикотаж с добавлением эластана делает платье комфортным и удобным в носке.</p><p>Оригинальный ремень и необычная расцветка покажут Вашу индивидуальность и стиль.</p><p>Параметры модели: рост 176см, ОГ - 88см, ОТ -65 см, ОБ-94 см.</p>";;;"Платье Зебра с оригинальным ремнем";"Платье Зебра с оригинальным ремнем";7;0;;;;0;"true";1
"146";"Вязаное платье с нарядным воротничком";"1015";;"402661365";;;"";;"";"data/146-272-thickbox.jpg";"yes";"90.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Это отличное вязаное платье с шикарным воротником</p><p>А сборка в области талии подчеркнёт все прелести вашей фигуры.</p>";;;"Вязаное платье с нарядным воротничком";"Вязаное платье с нарядным воротничком";7;0;;;;0;"true";1
"147";"Комбинезон Redial под джинс 2";"1015";;"287269331";;;"";;"";"data/147-276-thickbox.jpg";"yes";"110.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>60% хлопок, 35% полиэстер, 5% спандекс</p><p>Комбинезон Redial под джинс 2 – откровенный и элегантный. Глубокое декольте открывает соблазнительную грудь. Привлекает внимание красиво оголенная спина. Очень интригующе смотрятся пуговички и отложной воротничок. Комбинезон плотно и сексуально облегает фигуру, подчеркивая все ее достоинства</p>";;;"Комбинезон Redial под джинс 2";"Комбинезон Redial под джинс 2";7;0;;;;0;"true";1
"148";"Велюровый спортивный костюм с юбкой";"1015";;"138639639";;;"";;"";"data/148-279-thickbox.jpg";"yes";"115.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Спортивный костюм с юбкой. Разнообразие цветов поможет выбрать именно тот, который подойдёт именно вам!</p>";;;"Велюровый спортивный костюм с юбкой";"Велюровый спортивный костюм с юбкой";7;0;;;;0;"true";1
"149";"Спортивный костюм HOOD";"1015";;"264887605";;;"";;"";"data/149-284-thickbox.jpg";"yes";"90.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>100% хлопок</p>";;;"Спортивный костюм HOOD";"Спортивный костюм HOOD";7;0;;;;0;"true";1
"150";"Бюстгальтер Velmont 3404";"1026";;"665098649";;;"";;"";"data/150-287-thickbox.jpg";"yes";"30.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Бюстгальтер Velmont 3404 – эффектный бюстгальтер. Тонкие, регулируемые лямки, удобная чашка, кружевная отделка, Ваша грудь будет сексуально выглядеть в этом бюстгальтере. Удобен в носке и подходит как на каждый день, так и под вечернее платье.</p>";;;"Бюстгальтер Velmont 3404";"Бюстгальтер Velmont 3404";7;0;;;;0;"true";1
"151";"Бюстгальтер Velmont 4702";"1026";;"1047370142";;;"";;"";"data/151-288-thickbox.jpg";"yes";"29.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Бюстгальтер Velmont 4702 – комфортный бюстгальтер на регулируемых тонких лямках. Черный атлас, удобная чашка, бюстгальтер привлекает внимание эффектной простотой. Идеально поддержит Вашу грудь, удобен в носке на каждый день.</p>";;;"Бюстгальтер Velmont 4702";"Бюстгальтер Velmont 4702";7;0;;;;0;"true";1
"152";"Бюстгальтер Velmont 5104";"1026";;"664902047";;;"";;"";"data/152-289-thickbox.jpg";"yes";"30.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Бюстгальтер Velmont 5104 привлекает внимание оригинальностью расцветки и отделки. Бюстгальтер на регулируемых тонких лямках, глубокая удобная чашка, идеально поддерживающая грудь. Удобен в носке на каждый день, идеально подходит для открытых сарафанов и прозрачных топов.</p>";;;"Бюстгальтер Velmont 5104";"Бюстгальтер Velmont 5104";7;0;;;;0;"true";1
"153";"Бюстгальтер Velmont 3804";"1026";;"665360793";;;"";;"";"data/153-290-thickbox.jpg";"yes";"30.00";0;"2009-02-03 16:06:50";"2012-02-27 06:55:31";"2009-02-03";;;;;;;"true";;;"1";;"<p>Бюстгальтер Velmont 3804 – удобный бюстгальтер на регулируемых тонких лямках. Легкая отделка кружевом, четный цвет, он привлекает внимание классической простотой. Удобная, мягкая чашечка идеально поддержит Вашу грудь. Бюстгальтер подходит к носке на каждый день.</p>";;;"Бюстгальтер Velmont 3804";"Бюстгальтер Velmont 3804";7;0;;;;0;"true";1
